provider,model,chunk_strategy,metodo_extracao,mode,rerank,candidates_k,query_expansion,exclude_revogadas,exclude_superseded_versions,restrict_to_query_submodulo,boost_identificador,num_questions,latency_avg_ms,latency_p95_ms,llm_status_counts,generator_status_counts,recall_at_k,doc_recall_at_k,precision_at_k,mrr_at_k,ndcg_at_k,faithfulness_avg,answer_correctness_avg,citation_accuracy_avg,answer_usable_rate,failure_type_counts,num_questions_total,num_questions_evaluated,num_questions_skipped
openai,text-embedding-3-large,fixed-size,texto,flat,False,,False,False,False,False,False,48,3683.789518312551,14839.15962500032,"{""ok"": 48}","{""ok"": 48}",0.8125,0.875,0.14791666666666667,0.594295634920635,0.6331507314684737,0.9283333333333333,0.8472916666666667,0.6423611111111112,0.625,"{""answer_quality_failure"": 4, ""citation_failure"": 4, ""usable"": 30, ""retrieval_passage_failure"": 3, ""retrieval_document_failure"": 6, ""citation_and_answer_failure"": 1}",50,48,2
openai,text-embedding-3-large,fixed-size,texto,flat,True,100.0,False,True,True,True,False,48,3145.184256034554,6049.284916953184,"{""ok"": 48}","{""ok"": 48}",0.9583333333333334,0.9583333333333334,0.21030092592592592,0.8975694444444444,0.8726441573058901,0.9685416666666666,0.9252083333333333,0.8368055555555556,0.8541666666666666,"{""usable"": 41, ""answer_quality_failure"": 2, ""retrieval_document_failure"": 2, ""citation_failure"": 2, ""citation_and_answer_failure"": 1}",50,48,2
